,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness
3093,0.03454441714290968,0.008751660242838655,0.06848750330870532,0.4492277670611231,0.0992031055615882,0.020893508519269473,0.004480312115525432,0.6301413516301541,0.41584050900176805,0.7512124585971836,0.047811323432350325,0.8965428087259912,0.0
1685,0.2006345306129965,0.12146974316310608,0.32778563625810964,0.4970939932531036,0.04170566563125858,0.005826066457196295,0.01740829025420829,0.6686054052749121,0.46487050827254667,0.7019100482103324,0.09955962878867582,0.9561042205761994,0.0
781,0.1653166211129826,0.08505929763696142,0.2693185666222555,0.05084744317514297,0.04763898645947156,0.006982514646411911,0.006633617849370745,0.1746275447675416,0.042097959313309744,0.5679204140081375,0.06408362059919125,0.9725209632686576,0.0
2570,0.21788603296430284,0.444856827911052,0.6561205176758718,0.0008318880714704734,0.09930690804656353,0.018877893719987635,0.02329963002503794,0.007489473151198883,0.0006545047639310863,0.23351259173854289,0.1828253223741635,0.9753589083280372,0.0
3346,0.33020853464380734,0.2691836593230983,0.5032594665177628,0.008583410945685942,0.04149686105677145,0.006210189245098348,0.027890816984516665,0.05268587773220913,0.006793733308022036,0.4174718201761746,0.13209780029750454,0.9125880840575684,4.098808694612657e-168
1930,0.2263401525818359,0.34296083619414036,0.5721696830887958,0.010117156135208171,0.08427579264158694,0.015113844205560993,0.04039373823116833,0.05977300444481634,0.008097119508244273,0.3364952856159092,0.21579020865931217,0.9687221124873195,0.0
3396,0.17596283923690695,0.33155888724865706,0.5620406217060449,0.0007026195984645733,0.10909311495991245,0.021814603895509432,0.048342039866898466,0.006396847533992223,0.0005525935620699972,0.20020882155459535,0.23813985582344194,0.9242438227900953,5.299469827377981e-168
2167,0.2196773510762636,0.10803389043710347,0.3073784543371935,0.4215688786045848,0.030986311848437954,0.004160838688214324,0.015169991889714336,0.6078582468857551,0.38868097367265997,0.7372346617862175,0.07475193564158576,0.9435466997720638,0.0
2181,0.24283058630812715,0.17862677350635495,0.4041014135274421,0.2857682024704331,0.03552069577605673,0.004405840796285016,0.048587039644881744,0.48501930116466907,0.25535150973386883,0.6674049287000963,0.1233550968835704,0.882534470997804,0.0
605,0.20855673044182502,0.23616697141937362,0.46937451105444733,0.006230274240889653,0.07498593384585706,0.013114804483018189,0.029010564474183667,0.04175213531834619,0.0049640934689883535,0.3446747654661138,0.16646949712392298,0.9572468664944034,0.0
368,0.31654288948400094,0.2951782067280481,0.5285032439809706,0.29347986258735576,0.036228824077280446,0.00458280287647285,0.07690760249868023,0.4935001073738461,0.263664808736886,0.6453850080727694,0.17681561430782963,0.8939731735408776,0.0
3451,0.27259830853188344,0.11210964797887363,0.31369554567044833,0.21970200260055403,0.015640636461998904,0.0016857123214806076,0.009630931854822103,0.4166497127252694,0.19316355803404572,0.6696125862028335,0.06804871153156125,0.9518905845698753,6.698861078669979e-168
2577,0.5582254309194473,0.3774008651477787,0.6017857828801073,0.1899426904672931,0.010155547461633961,0.0010409098781623471,0.03535402144116763,0.383720535827625,0.16627882378882902,0.6013685178061283,0.13598635968404874,0.9397890923863419,0.0
3461,0.362826813174678,0.38239725723935813,0.6059685117256842,0.011223661477277054,0.040317460058411296,0.0055331773910920245,0.04592767763987765,0.06446530227624586,0.009010898124439688,0.35890283248138205,0.1932910853023208,0.889692690822784,7.0052366780652685e-168
1649,0.3581237403716084,0.22371512172299074,0.4559870493894037,0.32185890473754813,0.021049210028256847,0.0024751876081592124,0.017124509605043383,0.520755480296822,0.2912774441116008,0.6428097522814376,0.09385230726955004,0.9717623515145091,0.0
724,0.1582438364484693,0.2037371369014103,0.4337080131087784,0.007847978322187445,0.08717119687589533,0.015393402492063168,0.006661743359006694,0.049252323776889484,0.006195487197639883,0.38859851184023747,0.09326117065238784,0.9594133166233312,0.0
3386,0.5661720180742293,0.49796389564243015,0.6960578576283114,0.030946379462037946,0.017758613767477262,0.0018683698253104215,0.03780540032780813,0.12752880241617937,0.025220824651315466,0.4382225801743244,0.1572945602923787,0.9089283955864627,5.100739708851307e-168
2600,0.219387463994184,0.20042852551484178,0.42991505811389846,0.7394561660248389,0.04885689882103635,0.006814546100707266,0.023247160642080357,0.8395145034749306,0.715630818842124,0.8759104256806094,0.0613359794666999,0.9799088257196944,0.0
1848,0.26451414004767054,0.12323025117129253,0.3303749193520942,0.343225269912946,0.019932431795784918,0.002479309844015296,0.017473616448143447,0.5395033093074917,0.3110640481679628,0.733010984952507,0.07213636192362058,0.9263637835737386,0.0
2530,0.005353708253959481,0.011254095703498102,0.08078867335210768,0.04030039355215279,0.6170755020698989,0.40279010127349313,0.007989547138194024,0.14805839254229208,0.032075755391768455,0.32081959677566846,0.10554442893334458,0.5751547311989906,0.0
79,0.6275977103521905,0.8191303374929174,0.9019425565620109,0.009821559753426301,0.02736470578379862,0.0032467819779783873,0.05546852279296407,0.05861881925674192,0.007878558045916874,0.34566736555149064,0.22640960462101106,0.9253765144378425,0.0
551,0.36414464905257576,0.6287799038178359,0.7861800709348138,0.004475653646194981,0.05718008840825354,0.008412735982204149,0.023906090023613182,0.032181431939458674,0.0035429868291106054,0.29559779465327174,0.16238322810932151,0.9594576010619478,0.0
2709,0.08313731444926048,0.14295866039100538,0.3582233385505735,0.0017812666213377982,0.16700784001980637,0.04256559785390947,0.01949117175857361,0.014883068788549801,0.0014018116412119785,0.22393011415463676,0.18430644753265812,0.9643885380585573,0.0
2300,0.33761814048940225,0.40499216677554994,0.6245521983338032,0.0005086646922377786,0.060187271465400476,0.010302196790906819,0.05170011862463755,0.00472631153673659,0.0004010239559709306,0.22530251075777713,0.2670613911839968,0.9218269249941144,0.0
420,0.21583841786072558,0.2563621352499259,0.4903608923941048,0.2643068557331871,0.06383560943013653,0.009796058479789274,0.04803837425132257,0.46447730012353217,0.23576343202815583,0.6877589711519858,0.13004638902616783,0.9603001422261048,0.0
98,0.16268417032476587,0.13133692524213195,0.3420678990624229,0.604064025308281,0.060225695259264196,0.009100495210723255,0.01423686851934197,0.7475927415637681,0.574085727430258,0.7773356871705297,0.07633316896704469,0.986615888767342,0.0
19,0.24893708069904225,0.16256133884056567,0.3840608848127818,0.518268688194872,0.03403770109484521,0.004392123559935286,0.020126430263557392,0.6844778628071266,0.4858960997565038,0.7760815509647618,0.0817288941371676,0.9601119737875208,0.0
1006,0.12125516505158176,0.16049886065820132,0.3814180639072189,0.1013325867003321,0.11485534793292879,0.024369942962039325,0.0655405481648514,0.2657218037992763,0.08631539846332989,0.3938987525985507,0.2039400779479089,0.930670743259153,0.0
1956,0.32280997211562495,0.2538885434955871,0.48783574876477936,0.18875122809269188,0.031737691015380536,0.003921047253080466,0.05099215093799876,0.3823957267682704,0.16523892193609652,0.5388736052229153,0.17657027152493962,0.9039801393903768,0.0
2136,0.3686967965176739,0.41775865125011025,0.6348240165612122,0.010332609488898518,0.04606204113909133,0.006851680338364454,0.019086849038260592,0.060538218644932404,0.008243374266516355,0.4118409065784823,0.12033911926009978,0.9745521803196091,0.0
1696,0.42319510781038816,0.19248887833793182,0.42068408612560604,0.1043821189363458,0.009096584422480812,0.0008949126546956556,0.01691275548480672,0.26960950668057376,0.08854203646305346,0.5745279966650192,0.10365228862449445,0.9365363435158889,0.0
3542,0.3985404415486405,0.20309306620015583,0.4329720726228842,0.22790105783812037,0.012664327268923893,0.0014279431813581586,0.026699495745014123,0.42643034420299664,0.20153296809820237,0.6095197983644458,0.11790101273351068,0.917420051996714,9.00081828493729e-168
1408,0.49284577086956927,0.3027866390550073,0.535680347744286,0.22376317811168236,0.012856895145282342,0.0014193773874222803,0.03831705260756165,0.42228782292861916,0.19796668449336235,0.5873328938605393,0.15629199477979067,0.9258243388095919,0.0
1749,0.08956820628916919,0.03939876355009551,0.17393253863571065,0.36512683966314313,0.05832821000039259,0.008603153542749185,0.019010041897845057,0.5555146550580622,0.3284742842808935,0.8011705083067646,0.08070159220154292,0.8608466615503061,0.0
870,0.11551632110285925,0.08506519433441888,0.26932894784271744,0.22950777115496976,0.07325859243554364,0.011958387485858538,0.014186526599374836,0.42674987137765774,0.20180935901153124,0.6932614263363754,0.0818417533179599,0.9710845892639939,0.0
1548,0.27865694854734385,0.297858248394294,0.5310417522805495,0.005851361629534093,0.05170620699765983,0.007602570863570132,0.014408509325801915,0.03960627714782872,0.0046308155198579014,0.43289357622161223,0.11478440320424922,0.9664513978024014,0.0
1291,0.5277716426014395,0.34319427581817524,0.5723752945067044,0.2202238088708076,0.009163146040056254,0.0008874140355047892,0.030948241899900402,0.41757494632228287,0.19394775840361017,0.6089105296250774,0.1258294316644769,0.9437378061420407,0.0
1342,0.18024212473427034,0.26940457197201984,0.5034789940553754,0.0032058226966999847,0.09692377892911608,0.018760064374198356,0.02878778005430578,0.0245255419250342,0.002527469120506994,0.2749810902225251,0.19310252915068823,0.9598369085911043,0.0
2939,0.02891876719766627,0.04404321861222192,0.1855366148416466,0.0342989206049764,0.2663081624424491,0.08980053058798708,0.058691156537389925,0.13450308670722733,0.027462644471056428,0.4497807227526473,0.1375395148680758,0.8304774734543909,0.0
2168,0.3083989030304699,0.13449403600870383,0.3465244787299506,0.32424552940739904,0.014027234284055147,0.0016047467620867806,0.013116830379391861,0.5225456657436032,0.2931389062500218,0.6862455861662371,0.07874216115570401,0.9490123150640297,0.0
973,0.14604833291920907,0.12166190360021209,0.32806915824084953,0.2799072363902382,0.06794751155908638,0.01077964242504965,0.017707325638401238,0.4799629803644334,0.25045799575126504,0.6136782202874267,0.11062603548093745,0.9763888898765352,0.0
2451,0.3048852875403782,0.6434182831218761,0.7956559882040293,0.019213664330262135,0.07841881696745773,0.01320430656018633,0.05127982160756789,0.09355250156586169,0.015578794895789993,0.3826976266553945,0.21511677635911733,0.9774695707241716,0.0
3144,0.10425857927721496,0.13378053608702695,0.34552187890441355,0.049236202041213734,0.12419649812742145,0.02741493504222698,0.04151587997170063,0.17158622025618214,0.04088493983576673,0.39485563112080163,0.18541768108480722,0.9472837376407806,0.0
874,0.2853965931365785,0.18048707350525886,0.4063630945969621,0.3227956211995265,0.025876094549932276,0.0030072099764856105,0.02827123573182937,0.520117684545882,0.29061567825167334,0.7440042633502455,0.10203654086931761,0.9289551498181701,0.0
2878,0.38029181966262854,0.4083583485831164,0.62727609230976,0.003033483920257927,0.036301177154956,0.004578426977290641,0.04077293103157233,0.02341492552637603,0.002389103518752966,0.3373039886462993,0.18152532947904773,0.7526284198202153,0.0
2744,0.21896275641202656,0.18585639527332184,0.41282670857574166,0.002987146312166007,0.05714076261165018,0.008793626103150834,0.027935634939889018,0.02313207460977279,0.0023542270890233264,0.3598595891512019,0.1687887364341376,0.9158689251866261,0.0
3412,0.2324323826877597,0.16606222740823037,0.388509014002192,0.20700244322895117,0.03764017007442457,0.004757586442343166,0.017684739263735715,0.40161749041334793,0.1806432604466366,0.6704397145223915,0.09856563697842192,0.9660676001577837,5.705210486036608e-168
2554,0.15891425784305613,0.14462756496369392,0.36048896883138176,0.25889323399076736,0.06457038859961756,0.0098791560290118,0.0751077362549168,0.4583053854025948,0.23002972977556674,0.6818460728200286,0.15809994242284375,0.8531161502544484,0.0
3294,0.4235830043345014,0.22720235135424713,0.4597728975860893,0.31726773626097027,0.012429572772170931,0.0014936155416360774,0.02127990160398808,0.5162492332625344,0.28661786883280105,0.6469650682216639,0.11041232333128435,0.9503343563427351,2.699417443320659e-168
3640,0.10475092717852437,0.11552972998681822,0.3189091491326991,0.003232683190055155,0.11690302227009991,0.025424321267378085,0.03230422917948112,0.02472710090106195,0.002552823436242432,0.29400388786496795,0.20682317802533157,0.8991187832032677,1.1501505609731274e-167
2977,0.22959332983628297,0.1416515903508358,0.3564397382440449,0.2028131547608234,0.03504442329806231,0.0044652030658242515,0.030534219694088986,0.3985886889742263,0.178170879319156,0.5535348260982746,0.15033289122925553,0.9014954766023098,0.0
2227,0.3907516818052147,0.2754552056495049,0.5094572151595012,0.03137794810120697,0.021731060430894962,0.00242989314284484,0.016541417579477857,0.12681707897040972,0.024997077600254363,0.5831289953069652,0.0886867357810373,0.8950340324447015,0.0
1833,0.1967104718257368,0.16799935410845457,0.39095026291608415,0.3126140220205453,0.05034540368552431,0.006977793653005955,0.07321587589605326,0.5104468784495989,0.2806730837118123,0.7298965801260595,0.13849980588607144,0.8528387694179203,0.0
3456,0.09696814923202939,0.1077693728149641,0.3069644291926161,0.003768201907796996,0.11863118459506805,0.025373930323549274,0.009792420334212036,0.027974900620355084,0.00297166854170851,0.30869211439986527,0.1202597321548406,0.9758394642196531,6.905871618801931e-168
1050,0.37254355208304574,0.391492303667509,0.6135130746410861,0.0034319843470609016,0.047916981358223205,0.007573547378825538,0.034227983129826764,0.025933736342979102,0.0027061697661990335,0.3679622810545902,0.1616070229094899,0.9401383685036562,0.0
2299,0.20474540551981835,0.16628295590891143,0.3887878969918591,0.26462929804602575,0.05341190655317308,0.00794648458830587,0.04757588271921505,0.4654243208026798,0.2366494122809656,0.5127286477768125,0.19869780223381772,0.9088389025631889,0.0
993,0.1816533686719493,0.15950086510028882,0.3801331961694079,0.22760427463009156,0.059279209741352236,0.00891827874643121,0.03317567646545577,0.42614360046290956,0.20128509469559075,0.6376537493739409,0.1058187619638631,0.9460811823313082,0.0
94,0.13931467012690643,0.17084716317507614,0.394513940267067,0.11489388862872993,0.09247208630759501,0.016948875988481698,0.03702501529047714,0.2859029188903682,0.0981762527889468,0.504855807963994,0.12526123769327235,0.9582792894093783,0.0
534,0.12091374248824358,0.09531741703418371,0.28687059092687495,0.34533073501318035,0.07554160057432568,0.01266355036714286,0.044880365484220516,0.5421979184976267,0.313961087178633,0.6038419685608325,0.15935905043630305,0.8971703980926327,0.0
99,0.2676955357389363,0.20047236160945897,0.42996551401509575,0.38855891697896777,0.03562126573661912,0.004556356164834511,0.02120496846701857,0.5800575165645954,0.35607661346756886,0.709095422115454,0.10153155407475394,0.9710511088573286,0.0
1929,0.2668442800217187,0.39409226960318877,0.6156537065338269,0.03044655470361813,0.07129682134685081,0.01184314128700159,0.05747246524338421,0.12687730709133466,0.025015975651018083,0.34611742669759726,0.24053633875963615,0.9531627718412632,0.0
6,0.36867517002107547,0.3162925790247077,0.5482027373905133,0.3250329913318886,0.029792323612753156,0.003675480116764591,0.03314466089351037,0.5238393960187476,0.2944878152933344,0.6050239199416338,0.15468584899521365,0.965435822605178,0.0
1239,0.4389350560908505,0.2624050716418856,0.4964792198512575,0.3418975635248191,0.013163653840998012,0.001496500993811183,0.024411773569621414,0.539057664304324,0.3105862113086233,0.6542178714836597,0.11591303630202103,0.9537915778038624,0.0
2739,0.44480780026320027,0.2815056546087317,0.5153702049541854,0.26536471608995443,0.014395285791856734,0.001537247692675504,0.027536291704518677,0.46542568802563244,0.23665069257153434,0.6628283103820429,0.12066154124003749,0.9511831973246645,0.0
517,0.005653258238774904,0.008782100916826326,0.06864599814971156,0.014524717623145118,0.5709899751412888,0.36993232380107016,0.1126977554988205,0.07616528842098746,0.01146570454994523,0.0,0.5486114891752765,0.6377472492787815,0.0
2343,0.22874115384261448,0.20244168757497957,0.43222660026691,0.2685991282772291,0.05040505043300026,0.00722605025495126,0.07724470266673703,0.46929055402048425,0.24028355764664655,0.5515718960183582,0.2288184422351232,0.868291453563093,0.0
3745,0.014316280610695451,0.021744501702932323,0.12214309461432721,0.01112246565951943,0.38659050706741105,0.17630950371178467,0.0593346859434009,0.0632770746456553,0.008775674093450215,0.19987774054257823,0.2711704119201281,0.7728438273805152,1.4200923053051933e-167
756,0.31757866062965345,0.17265923767423394,0.3967661770751082,0.24570053528322047,0.02215520443266001,0.0026221032754082645,0.01375029405533861,0.4454443150957105,0.21830688761899394,0.6664801987839162,0.08875783461280945,0.9697161332250199,0.0
1466,0.26500970891655895,0.5442723905631092,0.7291787117158065,0.027726722196865148,0.08707233892825361,0.015360110589488263,0.043623016713662394,0.11721858757258029,0.022070561139009667,0.4709251728597121,0.199851528214583,0.9676302352618023,0.0
3579,0.04804993420023378,0.08593109159080728,0.2708495348520311,0.004540675962412733,0.23533087149794063,0.07498419486685962,0.03540561789580149,0.03242832799671411,0.003577530517986951,0.24807373232356023,0.22270835746779916,0.9282731752302387,9.903384239912602e-168
3503,0.4993705309074863,0.2257942094551805,0.45824767856096216,0.15426255075128673,0.00449442113098248,0.0005266688262781189,0.022002977009606708,0.3393571102030869,0.13321161990373723,0.6321306740312704,0.09368101804054309,0.9200499799930362,7.99888727069864e-168
2312,0.40997349603821104,0.22803828654403657,0.4606761104035632,0.20150993822610658,0.013036447120985943,0.0013591042624534,0.023488528296956027,0.39641369342565347,0.17640585870647923,0.6393762264273639,0.10833361952849078,0.9417177651396518,0.0
2259,0.8180981566862682,0.8256621488758685,0.9056618544195264,0.03847927347117164,0.018515897474006886,0.0024186638475044786,0.05946907560546299,0.1469613284720776,0.03168983782712586,0.4073891825159202,0.21300089782964338,0.9443502124305967,0.0
2555,0.616118642040069,0.5911250713794479,0.7612862272300153,0.08909378581243915,0.018586229370164083,0.0020831552393603446,0.025069026214173108,0.24589394656911462,0.0753915904717587,0.5055243896258135,0.14492429895052233,0.9852833356632438,0.0
2123,0.33152130900122395,0.200464194795662,0.42995611432469405,0.29327323593219806,0.021775960618198816,0.0025470824326737536,0.021440014765639594,0.4934541738183653,0.26361942617708917,0.6330315620316203,0.10925926830962983,0.9515492133586654,0.0
2881,0.3528767841859698,0.32384743951376466,0.5550913411516081,0.273141132661425,0.03162276223934155,0.003851713174809492,0.0738355802419711,0.4733765533354948,0.24415415370563479,0.6415372440205458,0.17331854382239856,0.8984412796026477,0.0
108,0.08130550417345368,0.05065735813335184,0.20107522837149633,0.33938372739874206,0.0861940396550819,0.015294346338619494,0.03856010348555917,0.5366462077558458,0.30800689459181174,0.64495897157263,0.15257963599886745,0.8461760667321712,0.0
3430,0.2192935957961773,0.1901002624751828,0.4178700807944654,0.42982319499206045,0.04950940752151201,0.006964987604277208,0.023215009520478436,0.6146234288099925,0.39683011658139533,0.7329271913794511,0.09072246479740083,0.975459559418427,6.202035782353293e-168
3132,0.4477867351352351,0.4111297790276357,0.6295103237666658,0.0013384988090077267,0.03881533268939793,0.005723250768142076,0.03224549291236202,0.011568719481782556,0.0010543825071745846,0.2853476143021057,0.19998842551110604,0.9361450963283695,0.0
3090,0.26758050118255544,0.07937932854472701,0.25914821689972084,0.16355715283858177,0.008575265935605612,0.0008455594533242927,0.007252804425955273,0.34949224245246513,0.14044707097757828,0.6937661107562723,0.05586723054069867,0.9277044924787616,0.0
1087,0.4315512179858849,0.2967304319661216,0.5299748884558805,0.36006119803195175,0.017084553979805912,0.0019224518759319515,0.020032014506430988,0.5552889347018733,0.3282255667397585,0.696098280978209,0.08918087105615045,0.9760407073997586,0.0
1611,0.4236129133191615,0.2614219982042044,0.4954886969033662,0.23915171641897445,0.014546966083088982,0.001552218204425697,0.02850225949011423,0.43837923587502314,0.21199652734752833,0.5911047001148839,0.1326645307201778,0.9371410426977986,0.0
2637,0.2227570562196886,0.25483541928061554,0.4888037990983976,0.014479387822143322,0.062238498535151406,0.00948268653223108,0.050792873556207485,0.07663369981513674,0.011569224200383345,0.4032647134786897,0.17742280522780446,0.8976292071398859,0.0
2951,0.5854752767731444,0.31793133916270966,0.5497038813850884,0.1832687993672279,0.0030544328593080025,0.0002849424009100875,0.02911776906451144,0.3753794163549324,0.1597853187581811,0.5770523903260594,0.12543501147425132,0.9302068107856778,0.0
518,0.05613640337557422,0.03292972109663243,0.15659600411754787,0.6231147810447257,0.1144588463498668,0.024391591329137735,0.02652557353192421,0.7613392400720755,0.594265054134389,0.7413160844776767,0.11421164668924898,0.8808507455750263,0.0
93,0.044694146121495006,0.057521918300965875,0.2161836116816758,0.015462998012928414,0.1966681281473227,0.054852846138672536,0.029097703874623203,0.08003442845245154,0.012332889185844477,0.3004170346593411,0.18582608968465325,0.9153537316786733,0.0
2560,0.20375380764381631,0.208342493483839,0.4389369047866642,0.2711293824475315,0.06009469565640647,0.008986429025224778,0.02464916041700251,0.47091207956367653,0.24181592608201732,0.6314808557723341,0.13633206266549633,0.9825223712077498,0.0
1044,0.29056946706790765,0.4067372270718562,0.6259656939924497,0.004508544097966805,0.06057217326390427,0.009266335095717022,0.017314895044952837,0.03226820982236715,0.0035551153087705683,0.37032591559900646,0.13992422203219423,0.9541170491592048,0.0
902,0.17848209602164516,0.11560411125821102,0.3190216810960878,0.5793054320799612,0.04717734519324877,0.006652042136400307,0.0073905434784449706,0.7296859069723681,0.5483203694776261,0.8419503133021444,0.043298720851933994,0.9946724091840289,0.0
1221,0.45815548990916993,0.27147796285551845,0.5055350315303805,0.29533484141678457,0.010756634214059209,0.0011276461189927024,0.020879311123267564,0.4951118093866199,0.26525963412850784,0.6821701464020618,0.08663435500246781,0.9619979766904487,0.0
1012,0.1365202506833053,0.12190225863592448,0.3284234764379559,0.2891212551622865,0.08007424727774226,0.013897165673576677,0.06763963638063919,0.48972662725382643,0.25994952685064127,0.5533303319857252,0.2256681041124386,0.8769992226620675,0.0
563,0.4263028813855694,0.2063273923920895,0.4366561206154129,0.1691469798948662,0.009045826601063837,0.0009238278512154986,0.015605922309361865,0.35613512659821295,0.14529189492381223,0.5914563745455212,0.10069689012467266,0.9475960116045412,0.0
2415,0.18661503915776334,0.28024534874645596,0.5141437913082165,0.027210726241705858,0.08639249688231712,0.015198563600885173,0.04543500621411328,0.11760121417380033,0.022183979094716002,0.3970792068840124,0.14758005027104726,0.9373753221559862,0.0
1737,0.2102620027056129,0.06641183628669783,0.23448913612389807,0.24669363382550002,0.015850177071841172,0.0017029589630824992,0.006245559193130398,0.44445911384875425,0.21742142166467066,0.7196093383798539,0.05319249549320315,0.9441020705568341,0.0
2607,0.2235935875136895,0.25692849206640694,0.4909373436011181,0.0017056833455497532,0.07025023283358517,0.012130312081672659,0.0496847256530722,0.014366406269730847,0.0013463230125130463,0.2828390294669455,0.23894834657942254,0.8905820931224184,0.0
2201,0.3242207559150776,0.16091419676723015,0.3819516180952413,0.20670832196121475,0.014986420090060855,0.0015603197908086825,0.017077633533010134,0.4023556141915252,0.18124834032144663,0.6431302963603005,0.08137268241118605,0.9335640157583986,0.0
661,0.13922770400228235,0.09898248945047165,0.29291324520212286,0.4620115224677582,0.06014138405031038,0.009063189520923859,0.02073474246560153,0.6404600077366033,0.4287266224293745,0.7422283181248961,0.08057303799314439,0.9549573865217336,0.0
